Vpin ID,X coordinate,Y coordinate,WL down to L1,Pin Type,NumberLayer One Pins,Ave Cell Area Input,Ave Cell Area Output,Ave Pin X coordinate,Ave Pin Y coordinate,CongestionCrouting,CongestionPlacement,Matching Vpin ID
S1323,11840,12520,46,I,1,45.0,0.0,11840.0,11000.0,0.6530612244897959,0.10687869822485208,S1324
S1324,13856,12520,8,O,1,0.0,225.0,13856.0,12520.0,0.29591836734693877,0.07248520710059171,S1323
S1325,11776,12640,48,I,1,45.0,0.0,11776.0,11040.0,0.6428571428571429,0.10022189349112426,S1326
S1326,13984,12640,8,O,1,0.0,225.0,13984.0,12640.0,0.22959183673469388,0.06989644970414201,S1325
S1335,12672,10920,8,I,1,72.0,0.0,12672.0,10920.0,0.14795918367346939,0.11686390532544379,S1336
S1336,14048,10920,10,O,1,0.0,225.0,14048.0,11000.0,0.42346938775510207,0.08468934911242604,S1335
S1343,12416,12600,55,I,1,72.0,0.0,12416.0,10720.0,0.336734693877551,0.11982248520710059,S1344
S1344,14080,12600,8,O,1,0.0,225.0,14080.0,12600.0,0.2193877551020408,0.0695266272189349,S1343
S1349,12352,11200,18,I,1,45.0,0.0,12352.0,10800.0,0.41836734693877553,0.128698224852071,S1350
S1350,14016,11200,8,O,1,0.0,225.0,14016.0,11200.0,0.47959183673469385,0.08542899408284024,S1349
S1353,12320,10920,13,I,1,72.0,0.0,12320.0,10720.0,0.41836734693877553,0.11908284023668639,S1354
S1354,13984,10920,8,O,1,0.0,225.0,13984.0,10920.0,0.46938775510204084,0.08801775147928995,S1353
S1355,12640,10200,30,I,1,45.0,0.0,12640.0,11080.0,0.4897959183673469,0.10983727810650888,S1356
S1356,12544,10200,20,I,1,27.0,0.0,12512.0,9760.0,0.47959183673469385,0.15680473372781065,S1355
S1369,12640,11960,79,II,2,49.5,0.0,12640.0,10160.0,0.3520408163265306,0.12167159763313609,S1370
S1370,14016,11960,8,O,1,0.0,225.0,14016.0,11960.0,0.34183673469387754,0.07544378698224852,S1369
S1381,12320,10920,13,I,1,45.0,0.0,12320.0,10720.0,0.41836734693877553,0.11908284023668639,S1382
S1382,14048,10920,8,O,1,0.0,225.0,14048.0,10920.0,0.42346938775510207,0.08579881656804733,S1381
S1385,14144,12880,8,O,1,0.0,126.0,14144.0,12880.0,0.21428571428571427,0.05806213017751479,S1386
S1386,12384,12880,12,I,1,225.0,0.0,12384.0,12720.0,0.45408163265306123,0.1294378698224852,S1385
S1391,12288,10880,13,I,1,45.0,0.0,12288.0,10680.0,0.42857142857142855,0.11649408284023668,S1392
S1392,14112,10880,8,O,1,0.0,225.0,14112.0,10880.0,0.39285714285714285,0.08653846153846154,S1391
S1409,12352,11000,11,I,1,45.0,0.0,12320.0,10920.0,0.413265306122449,0.1227810650887574,S1410
S1410,13792,11000,8,O,1,0.0,225.0,13792.0,11000.0,0.576530612244898,0.09097633136094675,S1409
S1425,12672,11840,78,II,2,36.0,0.0,12464.0,10580.0,0.32653061224489793,0.12130177514792899,S1426
S1426,13984,11840,8,O,1,0.0,225.0,13984.0,11840.0,0.3673469387755102,0.07655325443786982,S1425
S1435,12224,12000,20,I,1,45.0,0.0,12224.0,11520.0,0.5561224489795918,0.1201923076923077,S1436
S1436,14016,12000,8,O,1,0.0,225.0,14016.0,12000.0,0.34183673469387754,0.07359467455621302,S1435
S1437,12192,11840,19,I,1,45.0,0.0,12192.0,11400.0,0.5459183673469388,0.11464497041420119,S1438
S1438,13984,11840,8,O,1,0.0,225.0,13984.0,11840.0,0.3673469387755102,0.07655325443786982,S1437
S1445,12352,12160,22,I,1,45.0,0.0,12352.0,11600.0,0.45918367346938777,0.1235207100591716,S1446
S1446,14048,12160,8,O,1,0.0,225.0,14048.0,12160.0,0.3010204081632653,0.07211538461538461,S1445
S1447,12576,11720,76,II,2,36.0,0.0,12368.0,10540.0,0.336734693877551,0.11686390532544379,S1448
S1448,13792,11720,8,O,1,0.0,225.0,13792.0,11720.0,0.4387755102040816,0.08321005917159763,S1447
S1455,12672,12040,82,II,2,36.0,0.0,12624.0,10780.0,0.3622448979591837,0.10096153846153846,S1456
S1456,14080,12040,8,O,1,0.0,225.0,14080.0,12040.0,0.32142857142857145,0.07100591715976332,S1455
S1461,13152,12160,32,I,1,45.0,0.0,12608.0,11880.0,0.28061224489795916,0.11168639053254438,S1462
S1462,13984,12160,8,O,1,0.0,225.0,13984.0,12160.0,0.3010204081632653,0.07470414201183433,S1461
S1465,12576,12120,19,I,1,45.0,0.0,12576.0,11680.0,0.39285714285714285,0.11316568047337278,S1466
S1466,13728,12120,8,O,1,0.0,225.0,13728.0,12120.0,0.4030612244897959,0.08062130177514792,S1465
S1467,12512,12000,17,I,1,45.0,0.0,12512.0,11640.0,0.37244897959183676,0.1220414201183432,S1468
S1468,14016,12000,8,O,1,0.0,225.0,14016.0,12000.0,0.34183673469387754,0.07359467455621302,S1467
S1473,12768,11960,18,I,1,45.0,0.0,12768.0,11560.0,0.34183673469387754,0.08949704142011834,S1474
S1474,14016,11960,8,O,1,0.0,225.0,14016.0,11960.0,0.34183673469387754,0.07544378698224852,S1473
S1488,12512,12360,24,I,1,45.0,0.0,12512.0,11720.0,0.3877551020408163,0.11464497041420119,S1489
S1489,14080,12360,8,O,1,0.0,225.0,14080.0,12360.0,0.24489795918367346,0.07100591715976332,S1488
S1494,12608,11880,106,II,2,36.0,0.0,12400.0,10340.0,0.3469387755102041,0.1205621301775148,S1495
S1495,14048,11880,8,O,1,0.0,225.0,14048.0,11880.0,0.3520408163265306,0.07285502958579881,S1494
S1496,12480,12040,12,I,1,45.0,0.0,12480.0,11880.0,0.3877551020408163,0.11760355029585799,S1497
S1497,14080,12040,8,O,1,0.0,225.0,14080.0,12040.0,0.32142857142857145,0.07100591715976332,S1496
S1502,12832,11760,24,I,1,45.0,0.0,12544.0,11480.0,0.29081632653061223,0.1179733727810651,S1503
S1503,14016,11760,8,O,1,0.0,225.0,14016.0,11760.0,0.3673469387755102,0.07692307692307693,S1502
S1531,12352,11520,8,I,1,45.0,0.0,12352.0,11520.0,0.44387755102040816,0.11945266272189349,S1532
S1532,13344,11520,28,O,1,0.0,225.0,13952.0,11560.0,0.23979591836734693,0.08321005917159763,S1531
S1539,14080,12640,20,O,1,0.0,126.0,14112.0,13080.0,0.20918367346938777,0.0625,S1540
S1540,14112,12640,52,I,1,225.0,0.0,14016.0,11000.0,0.18877551020408162,0.08542899408284024,S1539
S1563,12192,13080,69,I,1,72.0,0.0,12192.0,10640.0,0.6836734693877551,0.11501479289940829,S1564
S1564,14048,13080,8,O,1,0.0,225.0,14048.0,13080.0,0.25510204081632654,0.0650887573964497,S1563
S1575,12160,11120,55,II,2,49.5,0.0,12192.0,10100.0,0.5255102040816326,0.11760355029585799,S1576
S1576,13984,11120,8,O,1,0.0,225.0,13984.0,11120.0,0.5102040816326531,0.08653846153846154,S1575
S1583,12224,13120,71,I,1,72.0,0.0,12224.0,10600.0,0.673469387755102,0.11649408284023668,S1584
S1584,14016,13120,8,O,1,0.0,225.0,14016.0,13120.0,0.24489795918367346,0.06804733727810651,S1583
S1585,14144,12840,16,O,1,0.0,126.0,14144.0,13160.0,0.21428571428571427,0.06656804733727811,S1586
S1586,12416,12840,9,I,1,225.0,0.0,12416.0,12800.0,0.41836734693877553,0.12130177514792899,S1585
S1593,12640,10800,10,I,1,45.0,0.0,12608.0,10760.0,0.18877551020408162,0.1275887573964497,S1594
S1594,13344,10800,39,O,1,0.0,225.0,14016.0,11200.0,0.2857142857142857,0.08542899408284024,S1593
S1611,12672,11120,59,II,2,49.5,0.0,12656.0,10180.0,0.15306122448979592,0.11390532544378698,S1612
S1612,13760,11120,15,O,1,0.0,225.0,13984.0,11120.0,0.5816326530612245,0.08653846153846154,S1611
S1613,12672,10920,8,I,1,72.0,0.0,12672.0,10920.0,0.14795918367346939,0.11686390532544379,S1614
S1614,13888,10920,12,O,1,0.0,225.0,14016.0,10920.0,0.47959183673469385,0.08653846153846154,S1613
S1629,12288,11080,19,I,1,45.0,0.0,12288.0,10640.0,0.5153061224489796,0.11834319526627218,S1630
S1630,13984,11080,8,O,1,0.0,225.0,13984.0,11080.0,0.5153061224489796,0.08764792899408284,S1629
S1635,12288,13160,69,I,1,72.0,0.0,12288.0,10720.0,0.5969387755102041,0.11945266272189349,S1636
S1636,13984,13160,8,O,1,0.0,225.0,13984.0,13160.0,0.23979591836734693,0.07285502958579881,S1635
S1637,12320,13000,103,II,2,49.5,0.0,12368.0,10300.0,0.6020408163265306,0.1242603550295858,S1638
S1638,14048,13000,13,O,1,0.0,225.0,14048.0,13200.0,0.25,0.07322485207100592,S1637
S1644,12288,11160,15,I,1,72.0,0.0,12288.0,10880.0,0.49489795918367346,0.12389053254437869,S1645
S1645,13984,11160,8,O,1,0.0,225.0,13984.0,11160.0,0.5,0.08764792899408284,S1644
S1646,13344,11080,43,I,1,72.0,0.0,12256.0,11040.0,0.23469387755102042,0.11316568047337278,S1647
S1647,14016,11080,8,O,1,0.0,225.0,14016.0,11080.0,0.5,0.08653846153846154,S1646
S1648,12448,11200,19,I,1,45.0,0.0,12320.0,10920.0,0.29591836734693877,0.1227810650887574,S1649
S1649,13984,11200,13,O,1,0.0,225.0,14016.0,11360.0,0.49489795918367346,0.08099112426035503,S1648
S1650,12288,13280,67,I,1,45.0,0.0,12288.0,10920.0,0.5663265306122449,0.1227810650887574,S1651
S1651,13984,13280,8,O,1,0.0,225.0,13984.0,13280.0,0.22959183673469388,0.08173076923076923,S1650
S1674,14112,13280,8,O,1,0.0,126.0,14112.0,13280.0,0.20408163265306123,0.07766272189349112,S1675
S1675,13792,13280,51,I,1,225.0,0.0,13792.0,11560.0,0.32653061224489793,0.08690828402366864,S1674
S1689,12352,11840,14,I,1,45.0,0.0,12352.0,11600.0,0.4846938775510204,0.1235207100591716,S1690
S1690,13888,11840,8,O,1,0.0,225.0,13888.0,11840.0,0.3826530612244898,0.07803254437869822,S1689
S1693,12416,11320,8,I,1,45.0,0.0,12416.0,11320.0,0.32142857142857145,0.11168639053254438,S1694
S1694,13984,11320,8,O,1,0.0,225.0,13984.0,11320.0,0.45918367346938777,0.08468934911242604,S1693
S1701,14144,13320,8,O,1,0.0,126.0,14144.0,13320.0,0.18877551020408162,0.07840236686390532,S1702
S1702,13728,13320,52,I,1,225.0,0.0,13728.0,11560.0,0.3673469387755102,0.08912721893491124,S1701
S1705,12640,12000,21,I,1,45.0,0.0,12608.0,11520.0,0.3622448979591837,0.1179733727810651,S1706
S1706,13984,12000,8,O,1,0.0,225.0,13984.0,12000.0,0.34183673469387754,0.07507396449704141,S1705
S1707,12288,13320,55,I,1,45.0,0.0,12288.0,11440.0,0.5612244897959183,0.11464497041420119,S1708
S1708,13984,13320,8,O,1,0.0,225.0,13984.0,13320.0,0.23469387755102042,0.08394970414201183,S1707
S1713,12512,13240,82,II,2,36.0,0.0,12496.0,11180.0,0.44387755102040816,0.11945266272189349,S1714
S1714,14048,13240,8,O,1,0.0,225.0,14048.0,13240.0,0.21428571428571427,0.07581360946745562,S1713
S1724,12768,12040,20,I,1,45.0,0.0,12768.0,11560.0,0.3622448979591837,0.08949704142011834,S1725
S1725,14048,12040,8,O,1,0.0,225.0,14048.0,12040.0,0.336734693877551,0.07211538461538461,S1724
S1730,12736,12000,19,I,1,45.0,0.0,12736.0,11560.0,0.35714285714285715,0.09689349112426035,S1731
S1731,13952,12000,8,O,1,0.0,225.0,13952.0,12000.0,0.34183673469387754,0.07544378698224852,S1730
S1738,12864,13440,66,I,1,45.0,0.0,12384.0,11720.0,0.2755102040816326,0.11871301775147929,S1739
S1739,13984,13440,8,O,1,0.0,225.0,13984.0,13440.0,0.21428571428571427,0.08210059171597633,S1738
S1750,12480,11960,8,I,1,45.0,0.0,12480.0,11960.0,0.3673469387755102,0.11908284023668639,S1751
S1751,13984,11960,10,O,1,0.0,225.0,14016.0,12000.0,0.34183673469387754,0.07359467455621302,S1750
S1768,12672,13360,111,II,2,36.0,0.0,12672.0,10720.0,0.33163265306122447,0.10909763313609468,S1769
S1769,14048,13360,8,O,1,0.0,225.0,14048.0,13360.0,0.22448979591836735,0.08099112426035503,S1768
S1778,12416,10880,13,I,1,45.0,0.0,12384.0,10720.0,0.28061224489795916,0.1201923076923077,S1779
S1779,14016,10880,8,O,1,0.0,225.0,14016.0,10880.0,0.42857142857142855,0.09023668639053255,S1778
S1780,12160,10680,9,I,1,72.0,0.0,12128.0,10680.0,0.39285714285714285,0.11464497041420119,S1781
S1781,14080,10680,17,O,1,0.0,225.0,14112.0,11000.0,0.39285714285714285,0.08173076923076923,S1780
S1784,12128,11080,23,I,1,72.0,0.0,12032.0,10600.0,0.5255102040816326,0.10909763313609468,S1785
S1785,13856,11080,12,O,1,0.0,225.0,13984.0,11080.0,0.5306122448979592,0.08764792899408284,S1784
S1788,12128,13400,78,I,1,72.0,0.0,12128.0,10600.0,0.5255102040816326,0.11871301775147929,S1789
S1789,12768,13400,8,O,1,0.0,225.0,12768.0,13400.0,0.28061224489795916,0.0628698224852071,S1788
S1908,12352,13440,13,I,1,36.0,0.0,12384.0,13280.0,0.44387755102040816,0.10096153846153846,S1909
S1909,11808,13440,8,I,1,45.0,0.0,11808.0,13440.0,0.6224489795918368,0.11908284023668639,S1908
S1910,7776,7000,8,I,1,36.0,0.0,7776.0,7000.0,0.08673469387755102,0.048446745562130175,S1911
S1911,9440,7000,28,I,1,27.0,0.0,9504.0,7720.0,0.3826530612244898,0.07211538461538461,S1910
S1912,12160,19760,31,O,1,0.0,126.0,12128.0,20640.0,0.00510204081632653,3.698224852071006E-4,S1913
S1913,416,19760,55,I,1,63.0,0.0,416.0,17880.0,0.015306122448979591,0.0040680473372781065,S1912
S1914,6912,2040,19,I,1,261.0,0.0,6912.0,1600.0,0.3010204081632653,0.045488165680473376,S1915
S1915,6976,2040,54,II,2,126.0,0.0,6704.0,2820.0,0.33163265306122447,0.10096153846153846,S1914
S1920,5888,3000,18,I,1,225.0,0.0,5664.0,2880.0,0.4387755102040816,0.09615384615384616,S1921
S1921,6656,3000,8,I,1,72.0,0.0,6656.0,3000.0,0.34183673469387754,0.10761834319526627,S1920
S1922,6912,3400,8,I,1,36.0,0.0,6912.0,3400.0,0.25,0.10170118343195267,S1923
S1923,5568,3400,19,I,1,225.0,0.0,5568.0,2960.0,0.5612244897959183,0.09245562130177515,S1922
S1924,6144,2920,188,IIO,3,166.5,796068.0,6272.0,1933.3333333333333,0.32142857142857145,0.08912721893491124,S1925
S1925,5568,2920,12,I,1,225.0,0.0,5536.0,3040.0,0.5051020408163265,0.09319526627218935,S1924
S1929,6624,2320,110,OI,2,261.0,796068.0,5936.0,1440.0,0.2602040816326531,0.00628698224852071,S1930
S1930,5696,2320,16,I,1,225.0,0.0,5696.0,2640.0,0.21428571428571427,0.08542899408284024,S1929
S1931,6336,3000,49,II,2,189.0,0.0,6464.0,2640.0,0.336734693877551,0.07063609467455621,S1932
S1932,5760,3000,8,I,1,225.0,0.0,5760.0,3000.0,0.47959183673469385,0.09874260355029586,S1931
S1949,6432,2040,13,O,1,0.0,288.0,6432.0,2240.0,0.17857142857142858,0.08062130177514792,S1950
S1950,6496,2040,49,I,1,796068.0,0.0,6464.0,440.0,0.19387755102040816,0.0033284023668639054,S1949
S1957,6976,2560,8,I,1,99.0,0.0,6976.0,2560.0,0.46938775510204084,0.09578402366863906,S1958
S1958,6944,2560,8,I,1,54.0,0.0,6944.0,2560.0,0.4489795918367347,0.09541420118343195,S1957
S1959,6976,2560,8,I,1,153.0,0.0,6976.0,2560.0,0.46938775510204084,0.09578402366863906,S1960
S1960,6912,2560,8,I,1,54.0,0.0,6912.0,2560.0,0.3979591836734694,0.09615384615384616,S1959
S1987,832,11080,111,I,1,36.0,0.0,192.0,7760.0,2.4183673469387754,0.07507396449704141,S1988
S1988,2208,11080,8,I,1,243.0,0.0,2208.0,11080.0,0.11734693877551021,0.09615384615384616,S1987
S2019,11296,13520,48,I,1,90.0,0.0,11328.0,11960.0,0.4642857142857143,0.13239644970414202,S2020
S2020,11168,13520,8,O,1,0.0,225.0,11168.0,13520.0,0.42346938775510207,0.11464497041420119,S2019
S2025,11552,12320,9,I,1,99.0,0.0,11552.0,12360.0,0.6632653061224489,0.13239644970414202,S2026
S2026,11680,12320,9,I,1,90.0,0.0,11712.0,12320.0,0.6530612244897959,0.13165680473372782,S2025
S2044,11616,14560,10,O,1,0.0,36.0,11616.0,14480.0,0.2857142857142857,0.05732248520710059,S2045
S2045,11552,14560,163,I,1,2.26773E7,0.0,10848.0,19880.0,0.2857142857142857,0.00628698224852071,S2044
S2046,448,20080,42,O,1,0.0,265356.0,384.0,18800.0,0.015306122448979591,0.0025887573964497044,S2047
S2047,11168,20080,8,I,1,2.26773E7,0.0,11168.0,20080.0,0.00510204081632653,0.004807692307692308,S2046
S2051,12064,14240,16,I,1,81.0,0.0,11808.0,14240.0,0.28061224489795916,0.06360946745562131,S2052
S2052,12384,14240,189,I,1,2.26773E7,0.0,10848.0,19560.0,0.11224489795918367,0.006656804733727811,S2051
S2053,11872,14240,8,I,1,81.0,0.0,11872.0,14240.0,0.3469387755102041,0.0647189349112426,S2054
S2054,12256,14240,184,I,1,2.26773E7,0.0,10848.0,19520.0,0.1836734693877551,0.006656804733727811,S2053
S2057,11712,14480,8,I,1,81.0,0.0,11712.0,14480.0,0.3010204081632653,0.05436390532544379,S2058
S2058,11808,14480,56,O,1,0.0,135.0,11808.0,12560.0,0.3010204081632653,0.15014792899408283,S2057
S2059,11776,14280,8,I,1,81.0,0.0,11776.0,14280.0,0.34183673469387754,0.0610207100591716,S2060
S2060,12160,14280,178,I,1,2.26773E7,0.0,10848.0,19440.0,0.2193877551020408,0.006656804733727811,S2059
S2061,11872,14240,8,I,1,81.0,0.0,11872.0,14240.0,0.3469387755102041,0.0647189349112426,S2062
S2062,12480,14240,188,I,1,2.26773E7,0.0,10848.0,19400.0,0.08163265306122448,0.006656804733727811,S2061
S2063,11616,12880,197,II,2,1.1338776E7,0.0,11232.0,16880.0,0.7244897959183674,0.05732248520710059,S2064
S2064,11712,12880,8,O,1,0.0,90.0,11712.0,12880.0,0.7091836734693877,0.12389053254437869,S2063
S2067,11808,14280,8,I,1,144.0,0.0,11808.0,14280.0,0.33163265306122447,0.0617603550295858,S2068
S2068,12288,14280,173,I,1,2.26773E7,0.0,10848.0,19080.0,0.1326530612244898,0.007766272189349112,S2067
S2073,11808,14480,10,I,1,81.0,0.0,11744.0,14480.0,0.3010204081632653,0.05362426035502959,S2074
S2074,12288,14480,163,I,1,2.26773E7,0.0,10848.0,18880.0,0.12244897959183673,0.007766272189349112,S2073
S2075,11648,14560,62,IO,2,144.0,90.0,11648.0,13560.0,0.2857142857142857,0.05917159763313609,S2076
S2076,11584,14560,137,I,1,2.26773E7,0.0,10848.0,18800.0,0.2857142857142857,0.0073964497041420114,S2075
S2081,11904,14240,8,I,1,144.0,0.0,11904.0,14240.0,0.336734693877551,0.0643491124260355,S2082
S2082,12224,14240,149,I,1,2.26773E7,0.0,10848.0,18160.0,0.21428571428571427,0.013683431952662722,S2081
S2083,11904,12840,203,II,2,1.1338776E7,0.0,11376.0,16280.0,0.7193877551020408,0.052144970414201186,S2084
S2084,11744,12840,9,O,1,0.0,90.0,11712.0,12840.0,0.6989795918367347,0.1275887573964497,S2083
S2085,11616,14640,17,I,1,81.0,0.0,11680.0,14360.0,0.2857142857142857,0.0613905325443787,S2086
S2086,11328,14640,98,I,1,2.26773E7,0.0,10848.0,17640.0,0.1989795918367347,0.014423076923076924,S2085
S2092,11808,14560,15,I,1,81.0,0.0,11808.0,14280.0,0.2755102040816326,0.0617603550295858,S2093
S2093,11680,14560,90,I,1,2.26773E7,0.0,10848.0,16800.0,0.2755102040816326,0.012943786982248521,S2092
S2104,11712,14440,8,I,1,144.0,0.0,11712.0,14440.0,0.34183673469387754,0.05621301775147929,S2105
S2105,11968,14440,75,I,1,2.26773E7,0.0,10848.0,15720.0,0.29081632653061223,0.009245562130177515,S2104
S2106,11744,12600,55,I,1,81.0,0.0,11744.0,14480.0,0.6530612244897959,0.05362426035502959,S2107
S2107,11712,12600,8,O,1,0.0,90.0,11712.0,12600.0,0.6683673469387755,0.14497041420118342,S2106
S2108,11872,14400,8,I,1,144.0,0.0,11872.0,14400.0,0.33163265306122447,0.05732248520710059,S2109
S2109,12000,14400,69,I,1,2.26773E7,0.0,10848.0,15400.0,0.2857142857142857,0.015532544378698224,S2108
S2110,11872,14400,8,I,1,144.0,0.0,11872.0,14400.0,0.33163265306122447,0.05732248520710059,S2111
S2111,12064,14400,68,I,1,2.26773E7,0.0,10848.0,15280.0,0.2653061224489796,0.01886094674556213,S2110
S2112,11712,14520,87,II,2,130.5,0.0,11712.0,11800.0,0.28061224489795916,0.12980769230769232,S2113
S2113,12000,14520,181,I,1,2.26773E7,0.0,10848.0,20000.0,0.23979591836734693,0.005547337278106509,S2112
S2118,10752,12240,220,IO,2,36.0,2.26773E7,10800.0,15880.0,0.47959183673469385,0.09171597633136094,S2119
S2119,11712,12240,8,I,1,225.0,0.0,11712.0,12240.0,0.6581632653061225,0.1309171597633136,S2118
S2120,11328,12440,8,I,1,225.0,0.0,11328.0,12440.0,0.5510204081632653,0.14829881656804733,S2121
S2121,10720,12440,226,IO,2,36.0,2.26773E7,10784.0,15820.0,0.5051020408163265,0.08912721893491124,S2120
S2122,10752,12120,246,IO,2,36.0,2.26773E7,10800.0,15680.0,0.42857142857142855,0.08284023668639054,S2123
S2123,11616,12120,8,I,1,225.0,0.0,11616.0,12120.0,0.6122448979591837,0.1312869822485207,S2122
S2134,11136,12800,10,I,1,36.0,0.0,11072.0,12800.0,0.5102040816326531,0.1309171597633136,S2135
S2135,11680,12800,8,I,1,225.0,0.0,11680.0,12800.0,0.6938775510204082,0.13535502958579881,S2134
S2138,10816,12240,8,I,1,36.0,0.0,10816.0,12240.0,0.4744897959183674,0.09800295857988166,S2139
S2139,11680,12240,16,I,1,225.0,0.0,11680.0,12560.0,0.6581632653061225,0.14607988165680474,S2138
S2140,11200,12960,8,I,1,36.0,0.0,11200.0,12960.0,0.673469387755102,0.12980769230769232,S2141
S2141,11232,12960,13,I,1,225.0,0.0,11296.0,12840.0,0.6938775510204082,0.13794378698224852,S2140
S2142,11264,12960,8,I,1,36.0,0.0,11264.0,12960.0,0.7142857142857143,0.1294378698224852,S2143
S2143,11872,12960,9,I,1,225.0,0.0,11872.0,12920.0,0.7755102040816326,0.1283284023668639,S2142
S2153,11168,12920,11,I,1,36.0,0.0,11104.0,12960.0,0.5816326530612245,0.12130177514792899,S2154
S2154,11776,12920,8,I,1,225.0,0.0,11776.0,12920.0,0.7704081632653061,0.125,S2153
S2155,11040,12960,8,I,1,36.0,0.0,11040.0,12960.0,0.5459183673469388,0.11501479289940829,S2156
S2156,11616,12960,10,I,1,225.0,0.0,11616.0,12880.0,0.8571428571428571,0.1279585798816568,S2155
S2157,11072,12960,8,I,1,36.0,0.0,11072.0,12960.0,0.5612244897959183,0.11945266272189349,S2158
S2158,11808,12960,10,I,1,225.0,0.0,11808.0,12880.0,0.7755102040816326,0.1257396449704142,S2157
S2163,10976,12160,20,I,1,36.0,0.0,10656.0,12080.0,0.3877551020408163,0.08801775147928995,S2164
S2164,11008,12160,32,I,1,225.0,0.0,11776.0,12160.0,0.37755102040816324,0.1305473372781065,S2163
S2165,11136,12360,8,I,1,36.0,0.0,11136.0,12360.0,0.4336734693877551,0.13757396449704143,S2166
S2166,11808,12360,8,I,1,225.0,0.0,11808.0,12360.0,0.6377551020408163,0.1364644970414201,S2165
S2167,10816,12240,8,I,1,36.0,0.0,10816.0,12240.0,0.4744897959183674,0.09800295857988166,S2168
S2168,11648,12240,9,I,1,225.0,0.0,11680.0,12240.0,0.6632653061224489,0.1301775147928994,S2167
S2169,10816,12120,8,I,1,36.0,0.0,10816.0,12120.0,0.42346938775510207,0.09578402366863906,S2170
S2170,11712,12120,15,I,1,225.0,0.0,11712.0,12400.0,0.6071428571428571,0.1327662721893491,S2169
S2171,10816,12240,8,I,1,36.0,0.0,10816.0,12240.0,0.4744897959183674,0.09800295857988166,S2172
S2172,11744,12240,17,I,1,225.0,0.0,11840.0,12480.0,0.6479591836734694,0.15014792899408283,S2171
S2173,11040,12520,182,IO,2,36.0,2.26773E7,10944.0,15700.0,0.46938775510204084,0.1327662721893491,S2174
S2174,11808,12520,8,I,1,225.0,0.0,11808.0,12520.0,0.6479591836734694,0.15199704142011836,S2173
S2175,10816,12040,11,I,1,36.0,0.0,10720.0,12040.0,0.3826530612244898,0.08764792899408284,S2176
S2176,11552,12040,22,I,1,225.0,0.0,11552.0,12600.0,0.5204081632653061,0.14681952662721892,S2175
S2181,10944,12760,8,I,1,36.0,0.0,10944.0,12760.0,0.44387755102040816,0.11390532544378698,S2182
S2182,11808,12760,8,I,1,225.0,0.0,11808.0,12760.0,0.6683673469387755,0.14238165680473372,S2181
S2183,11040,12800,8,I,1,36.0,0.0,11040.0,12800.0,0.44387755102040816,0.1268491124260355,S2184
S2184,11840,12800,8,I,1,225.0,0.0,11840.0,12800.0,0.6938775510204082,0.13794378698224852,S2183
S2189,10976,12760,169,IO,2,36.0,2.26773E7,10912.0,15640.0,0.4336734693877551,0.11982248520710059,S2190
S2190,11872,12760,8,I,1,225.0,0.0,11872.0,12760.0,0.6938775510204082,0.14534023668639054,S2189
