Vpin ID,X coordinate,Y coordinate,WL down to L1,Pin Type,NumberLayer One Pins,Ave Cell Area Input,Ave Cell Area Output,Ave Pin X coordinate,Ave Pin Y coordinate,CongestionCrouting,CongestionPlacement,Matching Vpin ID
S678,14944,5120,86,O,1,0.0,63.0,14944.0,7616.0,0.20408163265306123,0.04400887573964497,S679
S679,16512,5120,8,I,1,45.0,0.0,16512.0,5120.0,0.32653061224489793,0.09393491124260354,S678
S680,15392,5088,117,O,1,0.0,63.0,14752.0,7936.0,0.2653061224489796,0.042899408284023666,S681
S681,16416,5088,8,I,1,45.0,0.0,16416.0,5088.0,0.3112244897959184,0.08505917159763314,S680
S682,20992,4064,8,O,1,0.0,225.0,20992.0,4064.0,0.1326530612244898,0.021819526627218935,S683
S683,16544,4064,80,II,2,67.5,0.0,15840.0,4736.0,0.08163265306122448,0.07470414201183433,S682
S692,18496,672,8,O,1,0.0,54.0,18496.0,672.0,0.061224489795918366,0.026627218934911243,S693
S693,16416,672,113,I,1,81.0,0.0,16416.0,4032.0,0.07653061224489796,0.03106508875739645,S692
S694,16288,736,138,I,1,63.0,0.0,16384.0,4800.0,0.07653061224489796,0.07470414201183433,S695
S695,19072,736,8,O,1,0.0,144.0,19072.0,736.0,0.10714285714285714,0.01849112426035503,S694
S696,16544,576,148,I,1,36.0,0.0,16544.0,5056.0,0.08163265306122448,0.09578402366863906,S697
S697,18240,576,8,O,1,0.0,99.0,18240.0,576.0,0.07142857142857142,0.02625739644970414,S696
S698,19968,2976,8,O,1,0.0,225.0,19968.0,2976.0,0.12755102040816327,0.04031065088757396,S699
S699,16512,2976,114,II,2,45.0,0.0,15824.0,4832.0,0.10714285714285714,0.07655325443786982,S698
S700,19424,8768,8,I,1,225.0,0.0,19424.0,8768.0,0.20918367346938777,0.07026627218934911,S701
S701,16928,8768,142,II,2,45.0,0.0,15728.0,7104.0,0.05102040816326531,0.06582840236686391,S700
S706,16512,416,156,I,1,36.0,0.0,16512.0,5152.0,0.05612244897959184,0.09467455621301775,S707
S707,18176,416,8,O,1,0.0,54.0,18176.0,416.0,0.04591836734693878,0.017381656804733726,S706
S726,19552,3264,8,O,1,0.0,225.0,19552.0,3264.0,0.12244897959183673,0.039571005917159764,S727
S727,16288,3264,63,I,1,45.0,0.0,16288.0,5024.0,0.09693877551020408,0.08062130177514792,S726
S728,16384,928,80,I,1,225.0,0.0,16384.0,3232.0,0.11734693877551021,0.02440828402366864,S729
S729,19008,928,8,O,1,0.0,225.0,19008.0,928.0,0.16326530612244897,0.03143491124260355,S728
S734,20480,4800,98,O,1,0.0,225.0,20480.0,1920.0,0.2193877551020408,0.016272189349112426,S735
S735,16352,4800,8,I,1,45.0,0.0,16352.0,4800.0,0.3010204081632653,0.07433431952662722,S734
S736,21408,5088,47,O,1,0.0,225.0,21888.0,4320.0,0.1377551020408163,0.0018491124260355029,S737
S737,16352,5088,8,I,1,117.0,0.0,16352.0,5088.0,0.3112244897959184,0.08247041420118344,S736
S740,21856,4896,63,O,1,0.0,225.0,21888.0,3168.0,0.025510204081632654,0.0040680473372781065,S741
S741,16416,4896,8,I,1,45.0,0.0,16416.0,4896.0,0.32653061224489793,0.07877218934911243,S740
S742,15456,5088,120,O,1,0.0,99.0,14720.0,7936.0,0.23979591836734693,0.04252958579881657,S743
S743,16448,5088,8,I,1,63.0,0.0,16448.0,5088.0,0.3112244897959184,0.08690828402366864,S742
S746,20928,4896,74,O,1,0.0,225.0,20928.0,2784.0,0.3112244897959184,0.017011834319526627,S747
S747,16544,4896,12,I,1,45.0,0.0,16416.0,4896.0,0.33163265306122447,0.07877218934911243,S746
S752,16672,736,154,I,1,63.0,0.0,16416.0,5152.0,0.09183673469387756,0.08653846153846154,S753
S753,19008,736,8,O,1,0.0,54.0,19008.0,736.0,0.09693877551020408,0.020340236686390532,S752
S756,20032,2688,8,O,1,0.0,225.0,20032.0,2688.0,0.11224489795918367,0.04142011834319527,S757
S757,16512,2688,129,II,2,45.0,0.0,15824.0,5120.0,0.09183673469387756,0.08357988165680473,S756
S760,18368,768,8,I,1,45.0,0.0,18368.0,768.0,0.09183673469387756,0.03550295857988166,S761
S761,19360,768,23,O,1,0.0,243.0,19392.0,320.0,0.12244897959183673,0.0070266272189349116,S760
S764,14176,12512,177,II,2,225.0,0.0,13968.0,10704.0,0.11224489795918367,0.04400887573964497,S765
S765,19008,12512,8,I,1,225.0,0.0,19008.0,12512.0,0.015306122448979591,0.0011094674556213018,S764
S766,14976,7232,58,I,1,225.0,0.0,14976.0,8832.0,0.15816326530612246,0.03217455621301775,S767
S767,16000,7232,11,I,1,225.0,0.0,16096.0,7232.0,0.1836734693877551,0.05547337278106509,S766
S770,15968,3584,51,I,1,27.0,0.0,15968.0,4960.0,0.025510204081632654,0.07396449704142012,S771
S771,21888,3584,8,O,1,0.0,225.0,21888.0,3584.0,0.061224489795918366,0.0022189349112426036,S770
S774,19200,3680,99,O,1,0.0,207.0,19200.0,768.0,0.09183673469387756,0.01775147928994083,S775
S775,16896,3680,8,I,1,63.0,0.0,16896.0,3680.0,0.15816326530612246,0.03217455621301775,S774
S776,17792,1184,8,I,1,225.0,0.0,17792.0,1184.0,0.3010204081632653,0.048446745562130175,S777
S777,18048,1184,26,I,1,45.0,0.0,18208.0,768.0,0.3112244897959184,0.03735207100591716,S776
S783,18912,704,8,O,1,0.0,99.0,18912.0,704.0,0.09693877551020408,0.021819526627218935,S784
S784,17120,704,108,I,1,63.0,0.0,16896.0,3680.0,0.05612244897959184,0.03217455621301775,S783
S785,15232,8800,8,I,1,225.0,0.0,15232.0,8800.0,0.05612244897959184,0.030325443786982247,S786
S786,17600,8800,68,I,1,225.0,0.0,17600.0,10720.0,0.05612244897959184,0.03920118343195266,S785
S789,17696,480,10,I,1,225.0,0.0,17632.0,480.0,0.05102040816326531,0.01664201183431953,S790
S790,17888,480,16,I,1,45.0,0.0,18144.0,480.0,0.07653061224489796,0.021079881656804734,S789
S793,15744,13024,193,II,2,225.0,0.0,16144.0,9744.0,0.08163265306122448,0.032914201183431954,S794
S794,13792,13024,8,I,1,225.0,0.0,13792.0,13024.0,0.030612244897959183,0.01664201183431953,S793
S801,15264,9248,8,I,1,225.0,0.0,15264.0,9248.0,0.11224489795918367,0.03106508875739645,S802
S802,17408,9248,84,I,1,225.0,0.0,18272.0,10816.0,0.07142857142857142,0.055103550295857985,S801
S803,18816,3776,102,O,1,0.0,207.0,18816.0,768.0,0.12244897959183673,0.025887573964497042,S804
S804,16896,3776,8,I,1,90.0,0.0,16896.0,3776.0,0.16326530612244897,0.03254437869822485,S803
S805,18720,704,8,O,1,0.0,207.0,18720.0,704.0,0.09183673469387756,0.026627218934911243,S806
S806,17568,704,113,I,1,36.0,0.0,17280.0,3776.0,0.10714285714285714,0.04031065088757396,S805
S807,15200,8768,8,I,1,225.0,0.0,15200.0,8768.0,0.07142857142857142,0.028106508875739646,S808
S808,17440,8768,223,II,2,234.0,0.0,18112.0,12384.0,0.07653061224489796,0.06915680473372782,S807
S809,16128,9344,366,IIIOI,5,180.0,225.0,16243.2,5203.2,0.0663265306122449,0.03328402366863906,S810
S810,18656,9344,8,I,1,225.0,0.0,18656.0,9344.0,0.09693877551020408,0.057692307692307696,S809
S811,16128,9280,34,I,1,225.0,0.0,15296.0,9280.0,0.07142857142857142,0.03106508875739645,S812
S812,18464,9280,55,I,1,225.0,0.0,18464.0,10784.0,0.09693877551020408,0.0669378698224852,S811
S813,18176,960,19,O,1,0.0,99.0,18528.0,960.0,0.20408163265306123,0.04918639053254438,S814
S814,16896,960,89,I,1,36.0,0.0,16896.0,3552.0,0.11734693877551021,0.028846153846153848,S813
S817,16256,8928,268,III,3,165.0,0.0,16202.666666666666,6357.333333333333,0.0663265306122449,0.057692307692307696,S818
S818,19392,8928,8,I,1,243.0,0.0,19392.0,8928.0,0.21428571428571427,0.07322485207100592,S817
S823,15968,9184,173,III,3,225.0,0.0,15189.333333333334,7968.0,0.0663265306122449,0.034023668639053255,S824
S824,19552,9184,8,I,1,225.0,0.0,19552.0,9184.0,0.32142857142857145,0.0621301775147929,S823
S825,19040,800,8,O,1,0.0,99.0,19040.0,800.0,0.12244897959183673,0.021819526627218935,S826
S826,16640,800,122,I,1,36.0,0.0,16640.0,4448.0,0.10714285714285714,0.0650887573964497,S825
S827,16000,8768,130,II,2,225.0,0.0,15536.0,7536.0,0.04591836734693878,0.028476331360946745,S828
S828,18784,8768,8,I,1,225.0,0.0,18784.0,8768.0,0.30612244897959184,0.08690828402366864,S827
S829,15904,8832,83,II,2,225.0,0.0,14672.0,8672.0,0.05102040816326531,0.031804733727810654,S830
S830,18880,8832,23,I,1,225.0,0.0,19328.0,8864.0,0.25,0.07322485207100592,S829
S831,15968,8608,307,IIIOI,5,180.0,225.0,16115.2,5331.2,0.04591836734693878,0.030325443786982247,S832
S832,19136,8608,8,I,1,225.0,0.0,19136.0,8608.0,0.19387755102040816,0.08357988165680473,S831
S837,16000,704,93,I,1,225.0,0.0,16000.0,3424.0,0.04081632653061224,0.022928994082840236,S838
S838,19232,704,8,O,1,0.0,225.0,19232.0,704.0,0.11224489795918367,0.015162721893491124,S837
S842,20992,4640,64,O,1,0.0,243.0,20992.0,2848.0,0.1836734693877551,0.015162721893491124,S843
S843,16480,4640,8,I,1,36.0,0.0,16480.0,4640.0,0.24489795918367346,0.07470414201183433,S842
S844,16032,10240,298,IIII,4,225.0,0.0,14840.0,8800.0,0.015306122448979591,0.03328402366863906,S845
S845,19168,10240,8,I,1,225.0,0.0,19168.0,10240.0,0.28061224489795916,0.07655325443786982,S844
S850,16480,4704,8,I,1,45.0,0.0,16480.0,4704.0,0.2755102040816326,0.07581360946745562,S851
S851,18048,4704,144,O,1,0.0,99.0,18176.0,480.0,0.1683673469387755,0.021079881656804734,S850
S864,14848,4992,85,I,1,225.0,0.0,14816.0,7424.0,0.19387755102040816,0.04215976331360947,S865
S865,16384,4992,8,I,1,45.0,0.0,16384.0,4992.0,0.33163265306122447,0.08025147928994082,S864
S868,16704,416,160,I,1,45.0,0.0,16448.0,5024.0,0.0663265306122449,0.08542899408284024,S869
S869,18624,416,8,O,1,0.0,54.0,18624.0,416.0,0.05612244897959184,0.014792899408284023,S868
S872,15328,2944,45,I,1,36.0,0.0,15264.0,4064.0,0.061224489795918366,0.015532544378698224,S873
S873,20928,2944,8,O,1,0.0,225.0,20928.0,2944.0,0.07653061224489796,0.015532544378698224,S872
S874,16448,2528,36,I,1,225.0,0.0,16448.0,3424.0,0.07142857142857142,0.022928994082840236,S875
S875,20064,2528,8,O,1,0.0,243.0,20064.0,2528.0,0.08673469387755102,0.03735207100591716,S874
S876,20928,4608,62,O,1,0.0,225.0,20960.0,2912.0,0.1836734693877551,0.015532544378698224,S877
S877,16480,4608,8,I,1,45.0,0.0,16480.0,4608.0,0.19387755102040816,0.07174556213017752,S876
S878,17344,3616,26,I,1,225.0,0.0,16864.0,3712.0,0.14795918367346939,0.03365384615384615,S879
S879,20512,3616,18,O,1,0.0,225.0,20512.0,3296.0,0.09693877551020408,0.025887573964497042,S878
S880,16512,4672,79,III,3,48.0,0.0,15797.333333333334,5024.0,0.2602040816326531,0.07581360946745562,S881
S881,19136,4672,74,O,1,0.0,225.0,20064.0,3488.0,0.17857142857142858,0.03069526627218935,S880
S882,18016,2016,207,III,3,39.0,0.0,16160.0,5077.333333333333,0.18877551020408162,0.10576923076923077,S883
S883,19520,2016,8,O,1,0.0,225.0,19520.0,2016.0,0.15816326530612246,0.03661242603550296,S882
S884,15968,1472,66,I,1,225.0,0.0,15968.0,3328.0,0.030612244897959183,0.021819526627218935,S885
S885,19200,1472,8,O,1,0.0,225.0,19200.0,1472.0,0.2653061224489796,0.03735207100591716,S884
S886,16608,5088,8,I,1,72.0,0.0,16608.0,5088.0,0.33163265306122447,0.10207100591715976,S887
S887,20480,5088,87,O,1,0.0,225.0,20480.0,2560.0,0.28061224489795916,0.029955621301775148,S886
S888,20992,3904,8,O,1,0.0,225.0,20992.0,3904.0,0.10204081632653061,0.019970414201183433,S889
S889,18464,3904,153,III,3,54.0,0.0,16064.0,5024.0,0.15816326530612246,0.08542899408284024,S888
S890,17088,768,132,I,1,225.0,0.0,16448.0,4096.0,0.0663265306122449,0.03365384615384615,S891
S891,19200,768,8,O,1,0.0,225.0,19200.0,768.0,0.11734693877551021,0.01775147928994083,S890
S896,16800,1120,115,I,1,225.0,0.0,16672.0,4416.0,0.17346938775510204,0.0625,S897
S897,19040,1120,8,O,1,0.0,225.0,19040.0,1120.0,0.20918367346938777,0.039571005917159764,S896
S903,16768,992,116,I,1,225.0,0.0,16704.0,4384.0,0.15306122448979592,0.060650887573964495,S904
S904,19200,992,8,O,1,0.0,225.0,19200.0,992.0,0.18877551020408162,0.029215976331360947,S903
S905,21472,5056,109,O,1,0.0,225.0,21888.0,2240.0,0.09183673469387756,0.01960059171597633,S906
S906,16480,5056,8,I,1,36.0,0.0,16480.0,5056.0,0.33163265306122447,0.08838757396449703,S905
S909,16544,3136,78,II,2,40.5,0.0,16480.0,4944.0,0.12755102040816327,0.07840236686390532,S910
S910,20032,3136,8,O,1,0.0,225.0,20032.0,3136.0,0.09693877551020408,0.03476331360946745,S909
S916,16448,5056,8,I,1,45.0,0.0,16448.0,5056.0,0.32142857142857145,0.08616863905325443,S917
S917,16256,5056,208,O,1,0.0,54.0,17984.0,384.0,0.3010204081632653,0.015532544378698224,S916
S918,16416,1280,85,I,1,225.0,0.0,16416.0,3744.0,0.1377551020408163,0.026627218934911243,S919
S919,19072,1280,11,O,1,0.0,225.0,19168.0,1280.0,0.2193877551020408,0.03661242603550296,S918
S920,20928,5024,78,O,1,0.0,225.0,20928.0,2784.0,0.33163265306122447,0.017011834319526627,S921
S921,16384,5024,8,I,1,54.0,0.0,16384.0,5024.0,0.33163265306122447,0.08136094674556213,S920
S925,21056,7168,9,I,1,162.0,0.0,21088.0,7168.0,0.2653061224489796,0.0602810650887574,S926
S926,16928,7168,49,IO,2,36.0,36.0,16464.0,6576.0,0.3112244897959184,0.0625,S925
S933,19584,1824,8,I,1,225.0,0.0,19584.0,1824.0,0.20918367346938777,0.028476331360946745,S934
S934,15104,1824,63,O,1,0.0,36.0,15104.0,3584.0,0.09693877551020408,0.013313609467455622,S933
S935,15424,3232,148,II,2,63.0,0.0,15680.0,6016.0,0.03571428571428571,0.04585798816568047,S936
S936,20992,3232,8,I,1,117.0,0.0,20992.0,3232.0,0.07653061224489796,0.013683431952662722,S935
S937,13024,7136,90,II,2,81.0,0.0,13952.0,6592.0,0.16326530612244897,0.039571005917159764,S938
S938,12544,7136,8,I,1,45.0,0.0,12544.0,7136.0,0.2857142857142857,0.04474852071005917,S937
S939,16736,6144,8,I,1,81.0,0.0,16736.0,6144.0,0.24489795918367346,0.09134615384615384,S940
S940,12992,6144,19,O,1,0.0,36.0,12704.0,6080.0,0.2193877551020408,0.03106508875739645,S939
S941,20960,6080,8,O,1,0.0,27.0,20960.0,6080.0,0.3979591836734694,0.07655325443786982,S942
S942,16768,6080,8,I,1,36.0,0.0,16768.0,6080.0,0.23979591836734693,0.09615384615384616,S941
S943,21056,5792,8,O,1,0.0,45.0,21056.0,5792.0,0.3826530612244898,0.07174556213017752,S944
S944,16800,5792,8,I,1,36.0,0.0,16800.0,5792.0,0.29591836734693877,0.10687869822485208,S943
S945,21056,5664,13,O,1,0.0,45.0,21056.0,5824.0,0.4336734693877551,0.07137573964497042,S946
S946,16736,5664,8,I,1,36.0,0.0,16736.0,5664.0,0.30612244897959184,0.10613905325443787,S945
S947,20992,6016,13,O,1,0.0,45.0,21056.0,6112.0,0.3826530612244898,0.07581360946745562,S948
S948,17056,6016,8,I,1,63.0,0.0,17056.0,6016.0,0.27040816326530615,0.09504437869822485,S947
S949,13920,6016,12,I,1,27.0,0.0,13920.0,5888.0,0.20408163265306123,0.027366863905325445,S950
S950,15968,6016,42,O,1,0.0,63.0,17056.0,6016.0,0.17346938775510204,0.09504437869822485,S949
S951,16608,6080,8,I,1,45.0,0.0,16608.0,6080.0,0.25,0.09134615384615384,S952
S952,12736,6080,8,O,1,0.0,72.0,12736.0,6080.0,0.12244897959183673,0.03217455621301775,S951
S953,15552,5696,13,I,1,27.0,0.0,15552.0,5536.0,0.12244897959183673,0.05103550295857988,S954
S954,20480,5696,8,O,1,0.0,36.0,20480.0,5696.0,0.34183673469387754,0.07581360946745562,S953
S955,21056,5376,25,O,1,0.0,27.0,21056.0,5920.0,0.39285714285714285,0.07248520710059171,S956
S956,16864,5376,8,I,1,45.0,0.0,16864.0,5376.0,0.3469387755102041,0.11686390532544379,S955
S957,17152,5472,35,I,1,27.0,0.0,16320.0,5440.0,0.3622448979591837,0.08838757396449703,S958
S958,20384,5472,8,O,1,0.0,36.0,20384.0,5472.0,0.27040816326530615,0.06656804733727811,S957
S959,21024,5472,18,O,1,0.0,45.0,21024.0,5792.0,0.42857142857142855,0.07174556213017752,S960
S960,17344,5472,8,I,1,36.0,0.0,17344.0,5472.0,0.32653061224489793,0.08357988165680473,S959
S961,17152,5472,22,I,1,27.0,0.0,17152.0,5024.0,0.3622448979591837,0.10539940828402367,S962
S962,20608,5472,8,O,1,0.0,72.0,20608.0,5472.0,0.44387755102040816,0.0632396449704142,S961
S963,20608,5856,21,O,1,0.0,45.0,21024.0,5856.0,0.37244897959183676,0.07063609467455621,S964
S964,19744,5856,113,I,1,36.0,0.0,16864.0,5376.0,0.03571428571428571,0.11686390532544379,S963
S965,16064,5600,14,I,1,27.0,0.0,16032.0,5440.0,0.20918367346938777,0.08173076923076923,S966
S966,20640,5600,8,O,1,0.0,72.0,20640.0,5600.0,0.49489795918367346,0.06619822485207101,S965
S967,14656,5664,14,I,1,27.0,0.0,14560.0,5568.0,0.21428571428571427,0.04142011834319527,S968
S968,20512,5664,8,O,1,0.0,36.0,20512.0,5664.0,0.3826530612244898,0.07211538461538461,S967
S969,21056,5792,8,O,1,0.0,36.0,21056.0,5792.0,0.3826530612244898,0.07174556213017752,S970
S970,17024,5792,8,I,1,36.0,0.0,17024.0,5792.0,0.3469387755102041,0.10428994082840237,S969
S971,21024,5344,22,O,1,0.0,45.0,21024.0,5792.0,0.3826530612244898,0.07174556213017752,S972
S972,16896,5344,8,I,1,72.0,0.0,16896.0,5344.0,0.32142857142857145,0.11649408284023668,S971
S973,20960,5856,8,O,1,0.0,27.0,20960.0,5856.0,0.3979591836734694,0.07211538461538461,S974
S974,16768,5856,15,I,1,36.0,0.0,16736.0,5664.0,0.27040816326530615,0.10613905325443787,S973
S975,21024,5856,8,O,1,0.0,45.0,21024.0,5856.0,0.37244897959183676,0.07063609467455621,S976
S976,16896,5856,24,I,1,63.0,0.0,16864.0,5376.0,0.3010204081632653,0.11686390532544379,S975
S977,13888,6112,8,I,1,27.0,0.0,13888.0,6112.0,0.1683673469387755,0.02551775147928994,S978
S978,16864,6112,8,O,1,0.0,36.0,16864.0,6112.0,0.25510204081632654,0.09430473372781065,S977
S979,21056,5600,17,O,1,0.0,27.0,21056.0,5888.0,0.41836734693877553,0.07100591715976332,S980
S980,16896,5600,8,I,1,36.0,0.0,16896.0,5600.0,0.32142857142857145,0.11279585798816567,S979
S981,15520,5536,8,I,1,27.0,0.0,15520.0,5536.0,0.1683673469387755,0.04918639053254438,S982
S982,17984,5536,96,O,1,0.0,36.0,20672.0,5664.0,0.11224489795918367,0.07026627218934911,S981
S983,20928,6080,8,O,1,0.0,45.0,20928.0,6080.0,0.41836734693877553,0.07692307692307693,S984
S984,17056,6080,17,I,1,36.0,0.0,16800.0,6048.0,0.2602040816326531,0.09726331360946745,S983
S985,21024,5824,8,O,1,0.0,81.0,21024.0,5824.0,0.3826530612244898,0.07137573964497042,S986
S986,16800,5824,24,I,1,45.0,0.0,16768.0,5344.0,0.28061224489795916,0.11390532544378698,S985
S987,16064,6112,25,I,1,45.0,0.0,16576.0,6080.0,0.20408163265306123,0.09134615384615384,S988
S988,13440,6112,8,O,1,0.0,72.0,13440.0,6112.0,0.23979591836734693,0.035133136094674555,S987
S989,14464,6016,8,I,1,27.0,0.0,14464.0,6016.0,0.19387755102040816,0.02514792899408284,S990
S990,15360,6016,63,O,1,0.0,36.0,17088.0,6048.0,0.10204081632653061,0.09504437869822485,S989
S991,20960,5568,21,O,1,0.0,45.0,20960.0,5984.0,0.4489795918367347,0.07507396449704141,S992
S992,16736,5568,8,I,1,135.0,0.0,16736.0,5568.0,0.2857142857142857,0.10798816568047337,S991
S993,20960,6112,8,O,1,0.0,27.0,20960.0,6112.0,0.39285714285714285,0.07692307692307693,S994
S994,17216,6112,25,I,1,36.0,0.0,16768.0,6016.0,0.2602040816326531,0.09763313609467456,S993
S995,20864,5920,13,O,1,0.0,45.0,20896.0,6048.0,0.41836734693877553,0.07544378698224852,S996
S996,17376,5920,18,I,1,99.0,0.0,17056.0,5920.0,0.25,0.09800295857988166,S995
S997,17088,4896,8,I,1,27.0,0.0,17088.0,4896.0,0.20918367346938777,0.10244082840236686,S998
S998,20384,4896,26,O,1,0.0,36.0,20384.0,5472.0,0.20408163265306123,0.06656804733727811,S997
S999,21280,11296,173,I,1,90.0,0.0,21408.0,16448.0,0.02040816326530612,0.01257396449704142,S1000
S1000,15808,11296,8,O,1,0.0,225.0,15808.0,11296.0,0.09693877551020408,0.027366863905325445,S999
S1001,9536,8128,8,I,1,27.0,0.0,9536.0,8128.0,0.2602040816326531,0.05621301775147929,S1002
S1002,14752,8128,19,O,1,0.0,36.0,15072.0,8096.0,0.05102040816326531,0.039571005917159764,S1001
S1009,11552,8832,10,I,1,27.0,0.0,11488.0,8832.0,0.17346938775510204,0.05066568047337278,S1010
S1010,14752,8832,68,O,1,0.0,99.0,15552.0,7712.0,0.1683673469387755,0.03994082840236687,S1009
S1011,11616,9568,8,I,1,27.0,0.0,11616.0,9568.0,0.21428571428571427,0.029955621301775148,S1012
S1012,14144,9568,101,O,1,0.0,99.0,14912.0,7360.0,0.12244897959183673,0.03920118343195266,S1011
S1016,11392,8928,15,I,1,99.0,0.0,11168.0,8928.0,0.1836734693877551,0.046227810650887574,S1017
S1017,14528,8928,58,O,1,0.0,99.0,14816.0,7616.0,0.17346938775510204,0.047337278106508875,S1016
S1021,11712,6336,50,I,1,45.0,0.0,10592.0,6112.0,0.11734693877551021,0.04881656804733728,S1022
S1022,15360,6336,8,O,1,0.0,36.0,15360.0,6336.0,0.09183673469387756,0.03254437869822485,S1021
S1026,9664,7456,39,II,2,58.5,0.0,9264.0,7728.0,0.08673469387755102,0.05695266272189349,S1027
S1027,12224,7456,8,O,1,0.0,45.0,12224.0,7456.0,0.33163265306122447,0.05732248520710059,S1026
S1028,20928,5920,8,O,1,0.0,45.0,20928.0,5920.0,0.40816326530612246,0.07396449704142012,S1029
S1029,16896,5920,28,I,1,36.0,0.0,16768.0,5408.0,0.3010204081632653,0.11427514792899408,S1028
S1030,20704,5920,15,O,1,0.0,99.0,20928.0,5920.0,0.41836734693877553,0.07396449704142012,S1031
