Vpin ID,X coordinate,Y coordinate,WL down to L1,Pin Type,NumberLayer One Pins,Ave Cell Area Input,Ave Cell Area Output,Ave Pin X coordinate,Ave Pin Y coordinate,CongestionCrouting,CongestionPlacement,Matching Vpin ID
S1300,11616,1960,96,I,1,18.0,0.0,11584.0,5520.0,0.20454545454545456,0.18235294117647058,S1301
S1301,0,4840,6,I,1,126.0,0.0,0.0,4840.0,0.3181818181818182,0.06372549019607843,S1300
S1310,11616,1960,102,I,1,18.0,0.0,11584.0,5760.0,0.20454545454545456,0.19509803921568628,S1311
S1311,0,5040,6,I,1,126.0,0.0,0.0,5040.0,0.32575757575757575,0.06666666666666667,S1310
S1312,11616,2600,80,I,1,18.0,0.0,11584.0,5520.0,0.09848484848484848,0.18235294117647058,S1313
S1313,0,4840,6,I,1,126.0,0.0,0.0,4840.0,0.3181818181818182,0.06372549019607843,S1312
S1314,11616,2560,81,I,1,18.0,0.0,11584.0,5520.0,0.11363636363636363,0.18235294117647058,S1315
S1315,0,2000,76,I,1,126.0,0.0,0.0,4800.0,0.11363636363636363,0.06372549019607843,S1314
S1316,224,2640,69,I,1,18.0,0.0,32.0,4840.0,0.045454545454545456,0.06470588235294118,S1317
S1317,11584,5600,6,I,1,126.0,0.0,11584.0,5600.0,0.44696969696969696,0.1931372549019608,S1316
S1322,0,2800,63,I,1,18.0,0.0,32.0,5040.0,0.045454545454545456,0.06764705882352941,S1323
S1323,11808,5920,6,I,1,126.0,0.0,11808.0,5920.0,0.5378787878787878,0.15,S1322
S1324,11616,1760,101,I,1,18.0,0.0,11584.0,5520.0,0.20454545454545456,0.18235294117647058,S1325
S1325,0,4800,6,I,1,126.0,0.0,0.0,4800.0,0.3181818181818182,0.06372549019607843,S1324
S1330,32,4880,6,I,1,18.0,0.0,32.0,4880.0,0.32575757575757575,0.06470588235294118,S1331
S1331,11584,5600,6,I,1,126.0,0.0,11584.0,5600.0,0.44696969696969696,0.1931372549019608,S1330
S1340,32,4880,6,I,1,18.0,0.0,32.0,4880.0,0.32575757575757575,0.06470588235294118,S1341
S1341,11584,4840,24,I,1,126.0,0.0,11584.0,5560.0,0.030303030303030304,0.1843137254901961,S1340
S1346,11616,2000,95,I,1,18.0,0.0,11584.0,5520.0,0.20454545454545456,0.18235294117647058,S1347
S1347,0,4840,6,I,1,126.0,0.0,0.0,4840.0,0.3181818181818182,0.06372549019607843,S1346
S1352,11616,1800,100,I,1,18.0,0.0,11584.0,5520.0,0.21212121212121213,0.18235294117647058,S1353
S1353,640,4800,24,I,1,126.0,0.0,64.0,4800.0,0.4621212121212121,0.06666666666666667,S1352
S1354,96,1480,98,I,1,18.0,0.0,32.0,5000.0,0.08333333333333333,0.06666666666666667,S1355
S1355,11552,2680,82,I,1,126.0,0.0,11552.0,5720.0,0.07575757575757576,0.2107843137254902,S1354
S1356,11616,2440,84,I,1,18.0,0.0,11584.0,5520.0,0.16666666666666666,0.18235294117647058,S1357
S1357,32,4840,6,I,1,126.0,0.0,32.0,4840.0,0.3181818181818182,0.06470588235294118,S1356
S1370,11616,1920,97,I,1,18.0,0.0,11584.0,5520.0,0.21212121212121213,0.18235294117647058,S1371
S1371,96,2080,78,I,1,126.0,0.0,0.0,4840.0,0.10606060606060606,0.06372549019607843,S1370
S1376,0,4960,8,I,1,18.0,0.0,32.0,5000.0,0.32575757575757575,0.06666666666666667,S1377
S1377,11552,5720,6,I,1,126.0,0.0,11552.0,5720.0,0.5378787878787878,0.2107843137254902,S1376
S1378,32,4960,6,I,1,18.0,0.0,32.0,4960.0,0.32575757575757575,0.06666666666666667,S1379
S1379,11520,1960,100,I,1,126.0,0.0,11552.0,5680.0,0.20454545454545456,0.21274509803921568,S1378
S1380,11616,1640,100,I,1,18.0,0.0,11584.0,5360.0,0.17424242424242425,0.15784313725490196,S1381
S1381,32,4800,6,I,1,126.0,0.0,32.0,4800.0,0.3181818181818182,0.06470588235294118,S1380
S1382,11616,2600,79,I,1,18.0,0.0,11584.0,5480.0,0.09848484848484848,0.17647058823529413,S1383
S1383,64,4760,6,I,1,126.0,0.0,64.0,4760.0,0.32575757575757575,0.06666666666666667,S1382
S1384,0,4920,6,I,1,18.0,0.0,0.0,4920.0,0.32575757575757575,0.06568627450980392,S1385
S1385,11584,2160,93,I,1,126.0,0.0,11584.0,5640.0,0.22727272727272727,0.19607843137254902,S1384
S1386,11584,5360,6,I,1,18.0,0.0,11584.0,5360.0,0.20454545454545456,0.15784313725490196,S1387
S1387,64,4760,6,I,1,126.0,0.0,64.0,4760.0,0.32575757575757575,0.06666666666666667,S1386
S1388,11616,2560,79,I,1,18.0,0.0,11584.0,5440.0,0.11363636363636363,0.17352941176470588,S1389
S1389,64,4760,6,I,1,126.0,0.0,64.0,4760.0,0.32575757575757575,0.06666666666666667,S1388
S1390,11616,2120,96,I,1,18.0,0.0,11584.0,5680.0,0.2196969696969697,0.1980392156862745,S1391
S1391,0,4960,6,I,1,126.0,0.0,0.0,4960.0,0.32575757575757575,0.06568627450980392,S1390
S1392,96,1440,96,I,1,18.0,0.0,32.0,4960.0,0.06060606060606061,0.06666666666666667,S1393
S1393,11584,1720,106,I,1,126.0,0.0,11584.0,5720.0,0.19696969696969696,0.19607843137254902,S1392
S1398,11616,5360,7,I,1,18.0,0.0,11584.0,5360.0,0.20454545454545456,0.15784313725490196,S1399
S1399,0,4800,6,I,1,126.0,0.0,0.0,4800.0,0.3181818181818182,0.06372549019607843,S1398
S1400,0,4960,6,I,1,18.0,0.0,0.0,4960.0,0.32575757575757575,0.06568627450980392,S1401
S1401,11584,2080,96,I,1,126.0,0.0,11584.0,5680.0,0.19696969696969696,0.1980392156862745,S1400
S1402,0,2000,81,I,1,18.0,0.0,0.0,5000.0,0.11363636363636363,0.06568627450980392,S1403
S1403,11584,5600,8,I,1,126.0,0.0,11584.0,5680.0,0.44696969696969696,0.1980392156862745,S1402
S1404,0,5000,6,I,1,18.0,0.0,0.0,5000.0,0.32575757575757575,0.06568627450980392,S1405
S1405,11616,1680,108,I,1,126.0,0.0,11584.0,5720.0,0.1893939393939394,0.19607843137254902,S1404
S1406,1600,4800,60,I,1,18.0,0.0,32.0,4920.0,1.3636363636363635,0.06666666666666667,S1407
S1407,11840,2560,90,I,1,126.0,0.0,11840.0,5920.0,0.10606060606060606,0.14705882352941177,S1406
S1408,0,1920,81,I,1,18.0,0.0,32.0,4880.0,0.12121212121212122,0.06470588235294118,S1409
S1409,11584,1920,97,I,1,126.0,0.0,11584.0,5560.0,0.21212121212121213,0.1843137254901961,S1408
S1410,9824,1840,151,I,1,18.0,0.0,11584.0,5360.0,0.12878787878787878,0.15784313725490196,S1411
S1411,0,4800,6,I,1,126.0,0.0,0.0,4800.0,0.3181818181818182,0.06372549019607843,S1410
S1412,9600,1840,158,I,1,18.0,0.0,11584.0,5360.0,0.13636363636363635,0.15784313725490196,S1413
S1413,0,2560,61,I,1,126.0,0.0,0.0,4760.0,0.05303030303030303,0.06372549019607843,S1412
S1414,160,1920,87,I,1,18.0,0.0,32.0,4920.0,0.12121212121212122,0.06666666666666667,S1415
S1415,11584,1920,98,I,1,126.0,0.0,11584.0,5600.0,0.21212121212121213,0.1931372549019608,S1414
S1424,96,2760,65,I,1,18.0,0.0,32.0,4960.0,0.045454545454545456,0.06666666666666667,S1425
S1425,11584,5640,6,I,1,126.0,0.0,11584.0,5640.0,0.49242424242424243,0.19607843137254902,S1424
S1426,0,5040,6,I,1,18.0,0.0,0.0,5040.0,0.32575757575757575,0.06666666666666667,S1427
S1427,11584,5760,6,I,1,126.0,0.0,11584.0,5760.0,0.5227272727272727,0.19509803921568628,S1426
S1428,32,5000,6,I,1,18.0,0.0,32.0,5000.0,0.32575757575757575,0.06666666666666667,S1429
S1429,11616,2000,100,I,1,126.0,0.0,11584.0,5720.0,0.20454545454545456,0.19607843137254902,S1428
S1430,32,4960,6,I,1,18.0,0.0,32.0,4960.0,0.32575757575757575,0.06666666666666667,S1431
S1431,11584,2640,82,I,1,126.0,0.0,11584.0,5680.0,0.08333333333333333,0.1980392156862745,S1430
S1432,32,4880,6,I,1,18.0,0.0,32.0,4880.0,0.32575757575757575,0.06470588235294118,S1433
S1433,11456,2080,99,I,1,126.0,0.0,11584.0,5640.0,0.19696969696969696,0.19607843137254902,S1432
S1434,64,1720,91,I,1,18.0,0.0,32.0,5000.0,0.12121212121212122,0.06666666666666667,S1435
S1435,9632,1720,167,I,1,126.0,0.0,11584.0,5720.0,0.12121212121212122,0.19607843137254902,S1434
S1436,32,5000,6,I,1,18.0,0.0,32.0,5000.0,0.32575757575757575,0.06666666666666667,S1437
S1437,11584,2120,96,I,1,126.0,0.0,11584.0,5720.0,0.2196969696969697,0.19607843137254902,S1436
S1438,0,1960,80,I,1,18.0,0.0,32.0,4880.0,0.11363636363636363,0.06470588235294118,S1439
S1439,11584,1960,97,I,1,126.0,0.0,11584.0,5600.0,0.20454545454545456,0.1931372549019608,S1438
S1440,11616,1880,94,I,1,18.0,0.0,11584.0,5360.0,0.21212121212121213,0.15784313725490196,S1441
S1441,32,4840,6,I,1,126.0,0.0,32.0,4840.0,0.3181818181818182,0.06470588235294118,S1440
S1446,32,4920,6,I,1,18.0,0.0,32.0,4920.0,0.32575757575757575,0.06666666666666667,S1447
S1447,11488,1480,111,I,1,126.0,0.0,11552.0,5600.0,0.10606060606060606,0.20784313725490197,S1446
S1448,11584,5360,6,I,1,18.0,0.0,11584.0,5360.0,0.20454545454545456,0.15784313725490196,S1449
S1449,32,4840,6,I,1,126.0,0.0,32.0,4840.0,0.3181818181818182,0.06470588235294118,S1448
S1458,32,5040,6,I,1,18.0,0.0,32.0,5040.0,0.32575757575757575,0.06764705882352941,S1459
S1459,11552,1440,110,I,1,126.0,0.0,11552.0,5600.0,0.07575757575757576,0.20784313725490197,S1458
S1859,0,6800,6,I,1,18.0,0.0,0.0,6800.0,0.25757575757575757,0.07549019607843137,S1860
S1860,11712,7560,6,I,1,126.0,0.0,11712.0,7560.0,0.7348484848484849,0.18235294117647058,S1859
S2770,32,6480,6,I,1,18.0,0.0,32.0,6480.0,0.17424242424242425,0.0696078431372549,S2771
S2771,11712,7360,6,I,1,126.0,0.0,11712.0,7360.0,0.8257575757575758,0.1892156862745098,S2770
S2973,0,6760,6,I,1,18.0,0.0,0.0,6760.0,0.22727272727272727,0.06666666666666667,S2974
S2974,11680,7560,6,I,1,126.0,0.0,11680.0,7560.0,0.7348484848484849,0.19411764705882353,S2973
S3305,800,6080,45,I,1,18.0,0.0,32.0,6600.0,1.128787878787879,0.06470588235294118,S3306
S3306,11712,7400,6,I,1,126.0,0.0,11712.0,7400.0,0.7803030303030303,0.19411764705882353,S3305
S3317,32,6560,6,I,1,18.0,0.0,32.0,6560.0,0.14393939393939395,0.06764705882352941,S3318
S3318,11680,7400,6,I,1,126.0,0.0,11680.0,7400.0,0.7803030303030303,0.20490196078431372,S3317
S3781,11744,9480,6,I,1,18.0,0.0,11744.0,9480.0,1.946969696969697,0.40588235294117647,S3782
S3782,12096,9480,20,I,1,126.0,0.0,12128.0,10000.0,1.0378787878787878,0.2784313725490196,S3781
S3824,11680,9720,6,I,1,18.0,0.0,11680.0,9720.0,2.242424242424242,0.4470588235294118,S3825
S3825,12128,9720,16,I,1,126.0,0.0,12128.0,10080.0,1.393939393939394,0.2607843137254902,S3824
S3843,12000,9880,22,I,1,18.0,0.0,11648.0,9680.0,2.053030303030303,0.43137254901960786,S3844
S3844,12000,10000,6,I,1,126.0,0.0,12000.0,10000.0,1.8636363636363635,0.31176470588235294,S3843
S3847,12032,10000,28,I,1,18.0,0.0,11680.0,9720.0,1.7575757575757576,0.4470588235294118,S3848
S3848,12000,10000,6,I,1,126.0,0.0,12000.0,10000.0,1.8636363636363635,0.31176470588235294,S3847
S3853,12096,9720,21,I,1,18.0,0.0,11680.0,9720.0,1.553030303030303,0.4470588235294118,S3854
S3854,12096,10080,6,I,1,126.0,0.0,12096.0,10080.0,1.3333333333333333,0.2784313725490196,S3853
S3894,5920,7080,6,O,1,0.0,225.0,5920.0,7080.0,1.3333333333333333,0.4774509803921569,S3895
S3895,5920,9840,6,I,1,36.0,0.0,5920.0,9840.0,2.393939393939394,0.5245098039215687,S3894
S3896,5760,7720,6,O,1,0.0,225.0,5760.0,7720.0,0.803030303030303,0.32450980392156864,S3897
S3897,5504,9840,6,I,1,36.0,0.0,5504.0,9840.0,1.8484848484848484,0.34901960784313724,S3896
S3900,5632,12000,6,O,1,0.0,225.0,5632.0,12000.0,3.287878787878788,0.6627450980392157,S3901
S3901,6080,9840,6,I,1,36.0,0.0,6080.0,9840.0,2.553030303030303,0.5490196078431373,S3900
S3902,5824,8080,33,O,1,0.0,225.0,5824.0,7000.0,1.3409090909090908,0.46862745098039216,S3903
S3903,6080,8920,29,I,1,36.0,0.0,6080.0,9840.0,1.3106060606060606,0.5490196078431373,S3902
S3904,5824,12400,8,O,1,0.0,225.0,5824.0,12480.0,2.227272727272727,0.43137254901960786,S3905
S3905,5824,9400,6,I,1,36.0,0.0,5824.0,9400.0,2.0833333333333335,0.5078431372549019,S3904
S3906,5536,11960,6,O,1,0.0,225.0,5536.0,11960.0,3.143939393939394,0.6676470588235294,S3907
S3907,5696,9800,25,I,1,36.0,0.0,5696.0,9040.0,2.0606060606060606,0.32745098039215687,S3906
S3910,5952,8440,36,O,1,0.0,225.0,5952.0,7240.0,1.6136363636363635,0.45588235294117646,S3911
S3911,5920,8440,39,I,1,36.0,0.0,5920.0,9760.0,1.6363636363636365,0.5284313725490196,S3910
S3926,6080,7160,6,O,1,0.0,225.0,6080.0,7160.0,1.0151515151515151,0.44901960784313727,S3927
S3927,6080,9840,6,I,1,36.0,0.0,6080.0,9840.0,2.553030303030303,0.5490196078431373,S3926
S3928,5984,11040,18,O,1,0.0,225.0,5856.0,11360.0,2.712121212121212,0.7568627450980392,S3929
S3929,6080,11040,40,I,1,36.0,0.0,6080.0,9680.0,2.6666666666666665,0.5784313725490197,S3928
S3950,6080,7160,6,O,1,0.0,225.0,6080.0,7160.0,1.0151515151515151,0.44901960784313727,S3951
S3951,5856,9680,6,I,1,36.0,0.0,5856.0,9680.0,2.1893939393939394,0.5323529411764706,S3950
S3972,6400,11320,37,O,1,0.0,225.0,6368.0,12520.0,2.159090909090909,0.3392156862745098,S3973
S3973,7040,10720,28,I,1,36.0,0.0,7040.0,9840.0,1.7348484848484849,0.44313725490196076,S3972
S3974,6560,12200,6,O,1,0.0,225.0,6560.0,12200.0,1.871212121212121,0.43823529411764706,S3975
S3975,6560,9120,6,I,1,36.0,0.0,6560.0,9120.0,1.893939393939394,0.49117647058823527,S3974
S3976,6144,11480,6,O,1,0.0,225.0,6144.0,11480.0,2.8636363636363638,0.7196078431372549,S3977
S3977,6976,8960,6,I,1,36.0,0.0,6976.0,8960.0,1.5303030303030303,0.38333333333333336,S3976
S3980,6560,12320,19,O,1,0.0,225.0,6528.0,12800.0,1.606060606060606,0.27058823529411763,S3981
S3981,6560,9680,16,I,1,36.0,0.0,6560.0,9280.0,2.6893939393939394,0.5470588235294118,S3980
S4004,6656,9280,6,I,1,225.0,0.0,6656.0,9280.0,2.3257575757575757,0.49411764705882355,S4005
S4005,6496,9280,13,O,1,0.0,36.0,6304.0,9320.0,2.393939393939394,0.5637254901960784,S4004
S4006,5824,9960,18,O,1,0.0,225.0,6112.0,9840.0,2.128787878787879,0.5676470588235294,S4007
S4007,5760,9960,6,I,1,36.0,0.0,5760.0,9960.0,2.090909090909091,0.4892156862745098,S4006
S4018,6496,9960,13,O,1,0.0,225.0,6432.0,10160.0,2.515151515151515,0.5823529411764706,S4019
S4019,6560,9960,6,I,1,36.0,0.0,6560.0,9960.0,2.4015151515151514,0.5862745098039216,S4018
S4020,6528,11080,6,O,1,0.0,225.0,6528.0,11080.0,1.7803030303030303,0.515686274509804,S4021
S4021,6592,9040,6,I,1,36.0,0.0,6592.0,9040.0,1.6818181818181819,0.45294117647058824,S4020
S4026,6080,12160,23,O,1,0.0,225.0,5824.0,12520.0,2.522727272727273,0.4107843137254902,S4027
S4027,6368,10160,6,I,1,36.0,0.0,6368.0,10160.0,2.212121212121212,0.5813725490196079,S4026
S4028,6080,12000,6,O,1,0.0,225.0,6080.0,12000.0,2.787878787878788,0.592156862745098,S4029
S4029,6112,12000,59,I,1,36.0,0.0,6144.0,9920.0,2.659090909090909,0.5774509803921568,S4028
S4036,6304,12080,18,O,1,0.0,225.0,6208.0,12440.0,2.1363636363636362,0.42549019607843136,S4037
S4037,6304,9920,15,I,1,36.0,0.0,6560.0,9880.0,2.6515151515151514,0.6009803921568627,S4036
S4048,6464,8440,6,O,1,0.0,225.0,6464.0,8440.0,1.3106060606060606,0.3627450980392157,S4049
S4049,6464,10120,6,I,1,36.0,0.0,6464.0,10120.0,2.3106060606060606,0.5676470588235294,S4048
S4052,6464,8240,6,O,1,0.0,225.0,6464.0,8240.0,1.4015151515151516,0.3323529411764706,S4053
S4053,6464,10080,6,I,1,36.0,0.0,6464.0,10080.0,2.371212121212121,0.5686274509803921,S4052
S4056,6304,8320,15,O,1,0.0,225.0,6400.0,8080.0,1.3484848484848484,0.34411764705882353,S4057
S4057,6080,8320,59,I,1,36.0,0.0,5760.0,10040.0,1.5,0.49901960784313726,S4056
S4058,7008,9000,6,O,1,0.0,225.0,7008.0,9000.0,1.5681818181818181,0.38529411764705884,S4059
S4059,6528,9400,28,I,1,36.0,0.0,6208.0,9880.0,2.5757575757575757,0.5892156862745098,S4058
S4072,736,9720,6,O,1,0.0,225.0,736.0,9720.0,1.1742424242424243,0.42549019607843136,S4073
S4073,5600,9760,6,I,1,36.0,0.0,5600.0,9760.0,1.9242424242424243,0.3941176470588235,S4072
S4082,6656,7960,6,O,1,0.0,225.0,6656.0,7960.0,0.8787878787878788,0.2725490196078431,S4083
S4083,6784,7960,57,I,1,36.0,0.0,6784.0,10000.0,0.8106060606060606,0.49411764705882355,S4082
S4114,10176,9200,27,I,1,225.0,0.0,10176.0,10040.0,0.5833333333333334,0.1284313725490196,S4115
S4115,6112,7720,6,O,1,0.0,36.0,6112.0,7720.0,1.1363636363636365,0.36666666666666664,S4114
S4138,9344,9400,6,I,1,225.0,0.0,9344.0,9400.0,0.5303030303030303,0.14313725490196078,S4139
S4139,5952,9360,6,O,1,0.0,36.0,5952.0,9360.0,2.0681818181818183,0.5470588235294118,S4138
S4154,10016,9320,9,I,1,225.0,0.0,10016.0,9440.0,0.5757575757575758,0.1303921568627451,S4155
S4155,5824,9000,6,O,1,0.0,36.0,5824.0,9000.0,1.5303030303030303,0.35,S4154
S4160,10656,10080,6,I,1,225.0,0.0,10656.0,10080.0,0.48484848484848486,0.1411764705882353,S4161
S4161,5504,9800,6,O,1,0.0,36.0,5504.0,9800.0,1.8636363636363635,0.3519607843137255,S4160
S4162,5824,8120,15,O,1,0.0,225.0,5792.0,7800.0,1.3181818181818181,0.3196078431372549,S4163
S4163,6112,8120,8,I,1,36.0,0.0,6112.0,8200.0,1.553030303030303,0.3352941176470588,S4162
S4164,10112,9400,6,I,1,225.0,0.0,10112.0,9400.0,0.6212121212121212,0.13725490196078433,S4165
S4165,6112,8200,6,O,1,0.0,36.0,6112.0,8200.0,1.553030303030303,0.3352941176470588,S4164
S4172,6080,8240,25,O,1,0.0,225.0,5824.0,7800.0,1.5909090909090908,0.3323529411764706,S4173
S4173,6144,8240,6,I,1,36.0,0.0,6144.0,8240.0,1.5681818181818181,0.3264705882352941,S4172
S4174,11072,8720,18,I,1,225.0,0.0,11072.0,9200.0,0.7348484848484849,0.16470588235294117,S4175
S4175,6144,8240,6,O,1,0.0,36.0,6144.0,8240.0,1.5681818181818181,0.3264705882352941,S4174
S4202,11072,9160,6,I,1,225.0,0.0,11072.0,9160.0,1.0378787878787878,0.16862745098039217,S4203
S4203,6528,7680,6,O,1,0.0,36.0,6528.0,7680.0,0.7878787878787878,0.31470588235294117,S4202
S4204,6240,7840,6,O,1,0.0,225.0,6240.0,7840.0,1.4242424242424243,0.36764705882352944,S4205
S4205,6432,7840,55,I,1,36.0,0.0,6432.0,9800.0,1.2727272727272727,0.6470588235294118,S4204
S4206,11008,10040,6,I,1,225.0,0.0,11008.0,10040.0,0.9772727272727273,0.21470588235294116,S4207
